最优灵敏度,适配评分,适配等级,环境适配,趋势捕获率%,效率分,回撤控分,资金分,胜率分,波动分,基金代码,基金名称,所属板块,回测区间,交易天数,策略收益%,年化收益%,买入持有%,买持年化%,超额收益%,最大回撤%,买持最大回撤%,回撤起始,回撤结束,回撤持续天数,夏普比率,卡尔马比率,日均波动%,最大单日涨%,最大单日跌%,均值回归率%,买入次数,卖出次数,胜率%,月度胜率%,平均盈利,平均亏损,盈亏比,中位盈亏,P10盈亏,P90盈亏,最大单笔盈利,最大单笔亏损,最大连续亏损次数,最大连续盈利次数,平均仓位%,持仓天数占比%,空仓天数占比%,平均持仓天数,中位持仓天数,最长持仓天数,已实现盈亏,剩余现金,持仓市值,期末总值,牛市半年数,牛市策略收益%,牛市买持收益%,熊市半年数,熊市策略收益%,熊市买持收益%,震荡半年数,震荡策略收益%,震荡买持收益%,牛市天数,震荡天数,熊市天数,信号:低位建仓,信号:冷却期后建仓,信号:分批止盈,信号:反弹建仓,信号:大跌抄底,信号:常规止损(L2),信号:延迟回补(分批止盈),信号:延迟回补(强势止盈),信号:延迟回补(慢涨止盈),信号:延迟回补(扭亏分批止盈),信号:延迟回补(扭亏强势止盈),信号:延迟回补(扭亏慢涨止盈),信号:延迟回补(扭亏止盈卖出),信号:延迟回补(止盈卖出),信号:强势止盈,信号:慢涨止盈,信号:扭亏分批止盈,信号:扭亏强势止盈,信号:扭亏慢涨止盈,信号:扭亏止盈卖出,信号:极端止损(L3),信号:止盈卖出,信号:温和回调建仓,信号:灾难保底减仓,信号:灾难保护,信号:灾难保护(暴跌),信号:短期深亏安全网,信号:补仓(第1次),信号:补仓(第2次),信号:补仓(第3次),信号:趋势确认减仓,信号:趋势转弱,信号:跌势放缓建仓,信号:连跌低吸,分批止盈:次数,分批止盈:胜率%,分批止盈:总盈亏,分批止盈:平均盈亏,常规止损(L2):次数,常规止损(L2):胜率%,常规止损(L2):总盈亏,常规止损(L2):平均盈亏,强势止盈:次数,强势止盈:胜率%,强势止盈:总盈亏,强势止盈:平均盈亏,慢涨止盈:次数,慢涨止盈:胜率%,慢涨止盈:总盈亏,慢涨止盈:平均盈亏,扭亏分批止盈:次数,扭亏分批止盈:胜率%,扭亏分批止盈:总盈亏,扭亏分批止盈:平均盈亏,扭亏强势止盈:次数,扭亏强势止盈:胜率%,扭亏强势止盈:总盈亏,扭亏强势止盈:平均盈亏,扭亏慢涨止盈:次数,扭亏慢涨止盈:胜率%,扭亏慢涨止盈:总盈亏,扭亏慢涨止盈:平均盈亏,扭亏止盈卖出:次数,扭亏止盈卖出:胜率%,扭亏止盈卖出:总盈亏,扭亏止盈卖出:平均盈亏,极端止损(L3):次数,极端止损(L3):胜率%,极端止损(L3):总盈亏,极端止损(L3):平均盈亏,止盈卖出:次数,止盈卖出:胜率%,止盈卖出:总盈亏,止盈卖出:平均盈亏,灾难保底减仓:次数,灾难保底减仓:胜率%,灾难保底减仓:总盈亏,灾难保底减仓:平均盈亏,灾难保护:次数,灾难保护:胜率%,灾难保护:总盈亏,灾难保护:平均盈亏,灾难保护(暴跌):次数,灾难保护(暴跌):胜率%,灾难保护(暴跌):总盈亏,灾难保护(暴跌):平均盈亏,短期深亏安全网:次数,短期深亏安全网:胜率%,短期深亏安全网:总盈亏,短期深亏安全网:平均盈亏,趋势确认减仓:次数,趋势确认减仓:胜率%,趋势确认减仓:总盈亏,趋势确认减仓:平均盈亏,趋势转弱:次数,趋势转弱:胜率%,趋势转弱:总盈亏,趋势转弱:平均盈亏
0.8,72.9,A-极佳,全天候/熊市优/震荡优,113.0,30,25,2.9,5.0,10,019127,华泰柏瑞港股通医疗精选混合发起式C,创新药,2025-07-17 ~ 2026-03-20,163,2.46,3.83,-18.87,-27.62,21.33,3.23,32.51,2025-11-13,2025-12-31,83,0.57,1.19,1.673,6.24,-5.05,43.9,4,30,63.3,33.3,19.6,-11.68,1.68,1.46,-0.73,51.35,68.01,-108.01,6,14,14.5,97.5,2.5,14.7,18,26,255.65,10144.11,102.11,10246.22,0,0,0,1,-0.2,-12.16,1,2.67,-7.63,0,149,14,0,0,6,0,0,5,0,0,1,0,0,0,0,0,0,2,2,0,1,1,3,0,1,0,0,0,0,1,1,0,3,7,0,0,6,100.0,139.29,23.21,5,0.0,-7.75,-1.55,0,0,0,0,2,100.0,10.28,5.14,2,100.0,0.47,0.23,0,0,0,0,1,100.0,0.06,0.06,1,100.0,1.46,1.46,3,0.0,-109.0,-36.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,-0.02,-0.01,7,100.0,220.86,31.55
0.95,58.7,B-良好,全天候/熊市优/震荡优,100.0,13.9,25.0,3.3,6.5,10,014565,天弘创新药精选50ETF联接C,创新药,2022-06-27 ~ 2026-03-20,908,16.05,4.22,-1.84,-0.51,17.89,9.13,45.54,2022-07-05,2022-10-11,412,0.61,0.46,1.288,8.73,-12.06,48.5,19,170,51.8,43.5,33.99,-22.23,1.53,0.01,-16.5,41.9,607.75,-364.4,19,16,16.7,98.8,1.2,17.9,15,50,1612.88,11503.3,101.33,11604.63,3,7.91,63.96,2,3.07,-39.29,4,4.22,-14.75,0,875,33,1,3,19,0,0,52,2,0,1,0,0,0,0,2,0,8,6,2,1,24,10,39,1,0,0,0,0,4,3,1,3,6,0,1,19,89.5,583.29,30.7,52,0.0,-768.54,-14.78,0,0,0,0,8,100.0,364.9,45.61,6,33.3,58.96,9.83,2,50.0,0.04,0.02,1,0.0,0.0,0.0,24,87.5,477.94,19.91,10,0.0,-600.68,-60.07,39,87.2,1372.31,35.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,-9.0,-3.0,6,83.3,133.66,22.28
1.3,53.4,C-一般,全天候/熊市优/震荡优,235.1,7.7,24.2,4.4,7.1,10,010655,天弘医药创新C,创新药,2021-01-29 ~ 2026-03-20,1245,17.69,3.35,-13.09,-2.8,30.78,12.98,55.74,2023-01-19,2024-07-04,411,0.4,0.26,1.398,10.87,-14.77,47.1,29,234,59.4,47.6,28.81,-29.12,0.99,0.05,-18.96,33.11,518.4,-422.79,26,16,21.8,99.1,0.9,19.6,12,113,1820.76,10190.88,1578.59,11769.47,4,19.0,80.69,4,-6.08,-71.39,3,4.46,-7.36,0,1184,61,1,2,29,0,1,49,0,0,1,0,1,0,4,6,0,11,20,6,8,36,13,43,2,2,0,1,0,7,3,0,10,6,1,0,29,82.8,470.92,16.24,49,0.0,-882.04,-18.0,0,0,0,0,11,90.9,145.08,13.19,20,80.0,102.17,5.11,6,100.0,416.13,69.36,8,100.0,11.21,1.4,36,83.3,320.82,8.91,13,0.0,-776.02,-59.69,43,90.7,2472.89,57.51,2,0.0,-6.89,-3.44,0,0,0,0,1,0.0,-0.2,-0.2,0,0,0,0,10,0.0,-519.17,-51.92,6,100.0,65.86,10.98
1.15,78.9,A-极佳,待观察,36.3,30,23.8,5.1,10.0,10,021760,中欧中证港股通创新药指数发起C,创新药,2024-10-31 ~ 2026-03-20,336,18.35,13.47,50.6,35.95,-32.25,6.68,27.07,2025-09-08,2025-12-31,125,1.24,2.02,1.708,6.63,-18.94,47.5,5,45,77.8,66.7,64.83,-48.94,1.32,0.31,-30.63,151.81,827.34,-149.19,4,20,25.5,99.1,0.9,28.0,37,47,1877.52,11416.17,419.29,11835.46,2,19.55,66.43,0,0,0,2,-1.01,-13.15,0,321,15,0,1,6,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,19,1,0,0,0,0,2,0,0,2,3,0,0,6,83.3,172.22,28.7,5,0.0,-168.67,-33.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,100.0,50.36,5.6,1,0.0,-149.19,-149.19,19,94.7,1903.59,100.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,-73.67,-36.84,3,100.0,142.88,47.63
1.25,76.1,A-极佳,待观察,36.6,30,23.0,5.6,7.5,10,022150,诺安精选价值混合C,创新药,2024-10-24 ~ 2026-03-20,341,14.31,10.39,39.11,27.63,-24.8,9.46,33.79,2025-07-29,2026-03-04,154,0.92,1.1,1.756,8.63,-13.71,46.2,7,46,56.5,50.0,93.17,-51.17,1.82,0.21,-46.12,211.02,641.74,-278.09,9,17,27.8,95.9,4.1,33.4,34,87,1501.44,10586.85,843.74,11430.59,1,16.08,67.42,0,0,0,3,-1.48,-17.55,0,321,20,0,2,3,1,0,15,0,0,0,1,0,0,0,0,1,1,2,2,0,5,1,11,1,0,0,0,0,2,0,0,2,3,0,0,3,100.0,442.93,147.64,15,0.0,-808.14,-53.88,1,100.0,10.31,10.31,1,100.0,378.92,378.92,2,100.0,316.65,158.32,2,100.0,641.95,320.98,0,0,0,0,5,100.0,91.33,18.27,1,0.0,-28.55,-28.55,11,81.8,400.37,36.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,-84.38,-42.19,3,100.0,140.05,46.68
1.15,45.0,C-一般,全天候/熊市优/牛市可/震荡优,90.2,0,24.3,4.8,5.9,10,012738,广发创新药ETF联接C,创新药,2021-08-09 ~ 2026-03-20,1119,-4.36,-1.0,-44.33,-12.36,39.97,13.55,59.78,2023-04-17,2023-08-23,709,-0.08,-0.07,1.186,10.15,-8.18,47.8,29,224,50.4,39.3,18.57,-34.95,0.53,0.01,-34.03,16.33,249.88,-294.93,16,18,23.8,99.4,0.6,21.2,23,67,-418.26,9283.22,280.29,9563.51,1,0.07,17.99,5,-11.02,-74.21,4,7.19,7.09,0,1072,47,0,1,24,1,0,55,3,0,1,0,0,1,2,3,0,4,18,4,7,42,18,44,4,1,0,1,0,7,5,0,3,3,0,1,24,79.2,370.21,15.43,55,1.8,-1062.46,-19.32,0,0,0,0,4,75.0,13.68,3.42,18,66.7,226.04,12.56,4,100.0,200.0,50.0,7,42.9,6.52,0.93,42,81.0,339.31,8.08,18,0.0,-1291.45,-71.75,44,77.3,898.66,20.42,1,0.0,-2.52,-2.52,0,0,0,0,1,0.0,-32.32,-32.32,0,0,0,0,3,0.0,-127.52,-42.51,3,100.0,43.59,14.53
0.85,77.2,A-极佳,震荡优,35.0,30,24.3,4.4,8.5,10,021031,汇添富国证港股通创新药ETF发起式联接C,创新药,2024-05-28 ~ 2026-03-20,441,23.9,13.03,68.3,34.65,-44.4,6.72,29.66,2025-04-01,2025-04-07,154,1.28,1.94,1.59,6.46,-17.98,49.6,13,66,72.7,56.5,56.51,-21.03,2.69,2.21,-20.6,114.0,484.36,-106.66,14,37,22.0,99.1,0.9,25.0,26,63,2333.79,9234.55,3155.7,12390.25,2,17.09,72.87,0,0,0,3,5.24,-6.99,0,425,16,1,1,7,1,0,12,0,0,0,0,1,0,1,1,1,2,3,3,2,1,4,25,1,0,0,1,0,4,1,0,1,4,1,0,7,100.0,745.46,106.49,12,0.0,-203.77,-16.98,1,100.0,0.17,0.17,2,100.0,2.55,1.27,3,100.0,172.62,57.54,3,100.0,723.18,241.06,2,100.0,33.55,16.77,1,100.0,147.71,147.71,4,0.0,-151.32,-37.83,25,100.0,766.91,30.68,0,0,0,0,0,0,0,0,1,0.0,-1.09,-1.09,0,0,0,0,1,0.0,-22.37,-22.37,4,100.0,120.19,30.05
0.8,61.8,B-良好,全天候/熊市优/震荡优,61.7,19.2,21.3,3.6,7.7,10,017900,鹏华医药科技股票C,创新药,2023-03-17 ~ 2026-03-20,730,23.52,7.56,38.13,11.8,-14.61,11.82,34.14,2023-04-14,2024-09-23,356,0.78,0.64,1.315,11.65,-11.78,44.5,21,127,59.1,51.4,49.1,-30.58,1.61,0.03,-29.93,56.76,845.94,-229.99,10,17,18.0,98.6,1.4,16.9,19,62,2367.42,12143.36,208.22,12351.58,1,10.55,62.83,1,-6.59,-17.54,5,18.65,4.49,0,703,27,0,1,10,0,3,23,2,0,0,0,0,1,2,1,1,3,4,1,3,24,21,31,2,0,0,0,0,4,3,2,0,6,0,0,10,90.0,176.84,17.68,23,0.0,-552.46,-24.02,1,100.0,1.6,1.6,3,100.0,19.34,6.45,4,100.0,5.39,1.35,1,100.0,38.51,38.51,3,100.0,16.74,5.58,24,87.5,1534.99,63.96,21,0.0,-762.49,-36.31,31,87.1,1818.15,58.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,100.0,70.81,11.8
1.15,76.9,A-极佳,待观察,24.1,30,25,4.4,7.5,10,022287,长城医药产业精选混合发起式C,创新药,2024-12-02 ~ 2026-03-20,314,12.87,10.2,53.37,40.95,-40.5,6.26,34.71,2024-12-12,2025-01-10,130,1.29,1.63,1.695,7.4,-8.29,47.7,9,42,61.9,50.0,77.97,-42.65,1.83,3.51,-48.31,179.99,387.96,-205.87,11,24,22.0,98.1,1.9,20.3,23,34,1344.82,8776.19,2510.53,11286.72,1,13.7,86.67,0,0,0,3,-0.59,-18.76,0,299,15,0,0,8,1,0,11,0,0,0,0,0,0,0,0,3,1,0,2,0,3,3,7,2,1,0,0,0,2,1,1,1,2,1,1,8,100.0,359.33,44.92,11,0.0,-207.21,-18.84,3,100.0,136.85,45.62,1,100.0,184.19,184.19,0,0,0,0,2,100.0,134.59,67.3,0,0,0,0,3,100.0,387.22,129.07,3,0.0,-298.64,-99.55,7,100.0,767.38,109.63,1,0.0,-92.65,-92.65,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-83.96,-83.96,2,100.0,57.72,28.86
1.2,63.3,B-良好,全天候/熊市优/震荡优,33.9,18.0,22.5,4.2,8.6,10,019035,易方达全球医药行业混合发起式(QDII)C(人民币),创新药,2023-12-14 ~ 2026-03-19,547,13.57,6.04,40.02,16.78,-26.45,10.08,33.72,2023-12-29,2024-04-19,274,0.66,0.6,1.575,7.55,-15.95,47.3,12,115,63.5,57.1,33.85,-35.04,0.97,0.03,-11.67,109.01,431.83,-327.08,17,23,21.0,98.7,1.3,20.0,23,39,1349.62,9069.35,2287.46,11356.81,2,18.12,70.63,1,-6.2,-15.53,3,1.94,-7.23,0,523,24,1,1,12,0,1,17,0,0,0,0,0,0,0,1,1,2,8,0,4,15,9,30,1,4,0,0,0,4,2,0,5,8,0,1,12,83.3,658.14,54.84,17,0.0,-218.32,-12.84,1,0.0,0.0,0.0,2,100.0,121.7,60.85,8,100.0,156.88,19.61,0,0,0,0,4,100.0,90.0,22.5,15,86.7,41.64,2.78,9,0.0,-576.42,-64.05,30,93.3,1243.98,41.47,4,0.0,-256.07,-64.02,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,-70.52,-14.1,8,100.0,158.61,19.83
1.1,76.0,A-极佳,全天候/熊市优/震荡优,27.6,30,25,4.5,6.5,10,019917,富国医药创新股票C,创新药,2024-05-07 ~ 2026-03-20,456,15.41,8.24,55.77,27.75,-40.36,4.73,26.54,2024-06-04,2024-09-24,123,1.12,1.74,1.294,8.3,-12.56,52.2,12,65,67.7,43.5,46.55,-26.71,1.74,0.2,-20.85,75.53,710.99,-110.0,6,22,22.5,97.8,2.2,18.0,22,37,1567.41,11267.26,273.59,11540.85,1,5.2,61.31,1,-0.3,-10.11,3,10.06,7.63,0,442,14,0,1,3,1,0,10,0,0,0,0,0,0,4,0,2,0,2,1,0,18,5,16,1,0,0,0,0,2,1,1,3,5,1,0,3,100.0,174.75,58.25,10,0.0,-291.74,-29.17,2,100.0,380.36,190.18,0,0,0,0,2,50.0,0.59,0.29,1,100.0,0.09,0.09,0,0,0,0,18,94.4,352.75,19.6,5,0.0,-152.56,-30.51,16,93.8,988.75,61.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,-36.4,-12.13,5,100.0,150.82,30.16
0.8,49.9,C-一般,牛市可,13.0,5.4,24.1,3.6,6.8,10,023930,银华国证港股通创新药ETF发起式联接C,创新药,2025-05-21 ~ 2026-03-20,203,1.06,1.32,8.13,10.19,-7.07,7.27,30.59,2025-08-18,2026-03-04,140,0.21,0.18,1.625,6.24,-4.6,48.4,5,35,51.4,45.5,33.04,-28.71,1.15,0.03,-46.32,45.69,250.04,-99.22,12,15,17.9,98.0,2.0,12.3,13,15,164.22,8974.22,1131.64,10105.86,1,4.85,13.84,0,0,0,2,-3.64,-4.59,0,192,11,0,1,9,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,6,1,0,0,0,0,1,1,1,2,3,0,0,9,100.0,479.62,53.29,11,0.0,-242.3,-22.03,0,0,0,0,2,100.0,5.29,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,-121.45,-60.73,6,66.7,1.31,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,-66.83,-33.41,3,100.0,108.58,36.19
1.0,75.1,A-极佳,震荡优,27.8,30,23.9,2.9,8.3,10,020398,中银港股通医药混合发起C,创新药,2024-01-31 ~ 2026-03-20,514,26.64,12.28,95.82,39.02,-69.18,7.18,29.4,2025-07-29,2026-03-04,154,1.58,1.71,1.692,6.99,-17.2,47.1,12,105,74.3,55.6,40.67,-23.08,1.76,0.33,-3.91,61.05,427.46,-131.88,12,42,14.6,98.6,1.4,21.0,26,44,2756.83,9960.92,2702.83,12663.75,2,21.22,86.89,0,0,0,3,3.79,0.05,0,481,33,0,2,18,0,0,13,1,0,0,0,1,0,0,1,2,9,5,3,0,9,2,33,4,0,0,0,0,3,0,0,4,7,0,0,18,88.9,677.08,37.62,13,0.0,-410.45,-31.57,2,100.0,2.07,1.03,9,100.0,496.79,55.2,5,80.0,0.49,0.1,3,66.7,413.72,137.91,0,0,0,0,9,77.8,4.73,0.53,2,0.0,-4.32,-2.16,33,97.0,1466.52,44.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,-0.62,-0.15,7,85.7,110.82,15.83
1.25,46.4,C-一般,全天候/熊市优/震荡优,201.6,2.7,23.1,4.5,6.1,10,006113,汇添富创新医药混合A,创新药,2020-02-18 ~ 2026-03-20,1480,10.13,1.66,-9.97,-1.77,20.1,18.45,67.31,2023-01-19,2024-09-23,600,0.24,0.09,1.308,8.82,-10.07,50.2,31,293,39.6,40.5,37.01,-20.91,1.77,-0.01,-37.47,29.88,498.8,-157.36,64,13,22.3,99.1,0.9,21.9,21,100,1072.63,10430.25,582.34,11012.59,4,12.68,109.78,5,-14.17,-83.4,4,12.42,-12.56,0,1426,54,3,4,12,0,1,129,1,0,0,0,1,0,5,2,0,3,13,3,14,35,18,49,0,3,0,0,0,7,5,1,11,3,0,1,12,75.0,1259.76,104.98,129,0.0,-1860.69,-14.42,0,0,0,0,3,100.0,60.21,20.07,13,76.9,128.53,9.89,3,100.0,97.13,32.38,14,78.6,117.19,8.37,35,88.6,1281.89,36.63,18,0.0,-413.82,-22.99,49,93.9,1325.5,27.05,3,0.0,-159.53,-53.18,0,0,0,0,0,0,0,0,0,0,0,0,11,0.0,-786.32,-71.48,3,100.0,22.78,7.59
1.1,53.3,C-一般,熊市优,62.6,12.1,17.7,6.3,7.2,10,019671,广发港股创新药ETF联接(QDII)C,创新药,2023-11-30 ~ 2026-03-20,558,16.84,7.28,26.88,11.35,-10.04,18.06,36.6,2023-12-01,2024-07-10,202,0.59,0.4,1.591,6.48,-18.62,46.8,20,119,66.4,48.3,50.99,-66.15,0.77,0.13,-82.59,93.99,820.47,-261.81,16,30,31.4,95.9,4.1,19.6,21,51,1712.94,10794.53,889.76,11684.29,3,36.46,81.15,1,-14.24,-23.2,2,-2.8,-17.27,0,526,32,1,4,6,2,0,18,0,0,0,0,0,0,5,0,2,2,7,2,3,17,10,42,2,1,0,0,2,4,2,0,4,3,0,0,6,83.3,667.13,111.19,18,0.0,-883.21,-49.07,2,100.0,1.12,0.56,2,100.0,8.91,4.46,7,85.7,59.65,8.52,2,100.0,256.54,128.27,3,100.0,89.74,29.91,17,100.0,1554.92,91.47,10,0.0,-699.53,-69.95,42,92.9,1313.79,31.28,1,0.0,-37.0,-37.0,0,0,0,0,0,0,0,0,2,0.0,-143.4,-71.7,4,0.0,-552.19,-138.05,3,100.0,76.47,25.49
0.95,51.2,C-一般,全天候/熊市优/震荡优,35.9,10.5,20.6,3.7,6.4,10,020137,平安医疗健康混合C,创新药,2023-12-26 ~ 2026-03-20,540,9.97,4.54,27.76,12.11,-17.79,13.0,34.64,2023-12-29,2024-09-23,182,0.42,0.35,1.673,12.07,-14.71,48.2,19,121,56.2,42.9,40.91,-35.94,1.14,0.02,-57.21,34.55,599.81,-192.93,20,19,18.6,98.7,1.3,13.5,11,32,1057.2,7421.03,3576.25,10997.28,1,10.25,62.49,1,-0.77,-10.45,4,1.38,-12.38,0,514,26,1,1,9,1,0,31,1,0,1,1,2,0,0,1,1,5,9,3,1,20,10,19,1,0,0,0,1,4,3,0,6,6,2,0,9,88.9,364.2,40.47,31,0.0,-725.65,-23.41,1,100.0,0.08,0.08,5,100.0,345.87,69.17,9,88.9,238.87,26.54,3,100.0,769.05,256.35,1,100.0,78.63,78.63,20,90.0,55.11,2.76,10,0.0,-703.67,-70.37,19,94.7,822.48,43.29,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-58.89,-58.89,6,0.0,-236.74,-39.46,6,100.0,107.86,17.98
1.15,45.3,C-一般,熊市优,100.0,1.2,23.5,4.2,6.4,10,016971,华夏恒生生物科技ETF发起式联接(QDII)C,创新药,2022-12-23 ~ 2026-03-20,785,1.68,0.53,1.71,0.55,-0.03,12.98,49.8,2023-01-20,2024-07-10,410,0.11,0.04,1.536,6.56,-18.13,49.8,17,120,51.7,42.5,41.9,-47.76,0.88,0.01,-56.86,60.16,543.61,-241.89,20,12,20.9,96.6,3.4,17.2,16,54,210.11,9188.2,979.33,10167.53,3,14.4,76.54,2,-10.86,-44.74,3,-0.75,-11.63,0,741,44,2,2,10,0,0,33,0,0,0,0,1,0,1,0,0,2,7,2,1,7,9,38,3,0,0,0,1,4,2,1,6,4,1,0,10,100.0,706.08,70.61,33,0.0,-1265.88,-38.36,0,0,0,0,2,100.0,33.66,16.83,7,42.9,0.05,0.01,2,100.0,379.0,189.5,1,0.0,0.0,0.0,7,100.0,671.27,95.9,9,0.0,-616.46,-68.5,38,89.5,683.41,17.98,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-63.95,-63.95,6,0.0,-441.54,-73.59,4,100.0,124.47,31.12
1.15,44.2,C-一般,熊市优,238.0,3.1,20.5,3.4,7.2,10,014425,博时恒生医疗保健ETF发起式联接(QDII)C,创新药,2022-02-17 ~ 2026-03-20,994,7.88,1.94,-5.71,-1.48,13.59,18.84,49.74,2022-03-24,2024-04-19,802,0.29,0.1,1.606,11.99,-17.53,49.5,21,197,51.8,48.0,35.6,-38.76,0.92,0.01,-36.47,50.37,637.5,-407.46,34,13,17.1,98.3,1.7,14.8,14,55,802.12,10565.96,222.21,10788.17,2,17.98,57.27,2,-8.13,-44.5,5,-0.73,-2.46,0,931,63,1,4,35,1,1,51,1,0,0,0,0,0,0,2,0,6,3,0,3,22,11,53,3,0,0,0,0,4,3,1,11,2,0,0,35,77.1,1620.93,46.31,51,0.0,-1473.56,-28.89,0,0,0,0,6,83.3,218.21,36.37,3,66.7,0.07,0.02,0,0,0,0,3,66.7,1.94,0.65,22,95.5,264.8,12.04,11,0.0,-947.02,-86.09,53,81.1,1484.43,28.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.0,-408.8,-37.16,2,100.0,41.12,20.56
0.8,41.6,C-一般,熊市优,76.0,0,23.6,4.7,3.3,10,024329,易方达恒生港股通创新药ETF联接发起式C,创新药,2025-07-17 ~ 2026-03-20,163,-4.57,-6.98,-19.04,-27.86,14.47,7.65,30.06,2025-09-08,2025-12-31,125,-0.77,-0.91,1.552,5.12,-4.77,46.1,4,15,20.0,22.2,28.47,-43.84,0.65,-30.84,-79.8,15.61,56.5,-112.28,11,2,23.5,93.3,6.7,26.3,30,37,-440.67,9306.16,236.4,9542.56,0,0,0,1,-4.19,-10.34,1,-0.41,-9.7,0,150,13,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,2,2,0,0,1,100.0,15.61,15.61,7,0.0,-242.84,-34.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,-222.92,-74.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,-60.31,-30.16,2,100.0,69.79,34.9
1.0,47.1,C-一般,全天候/熊市优/震荡优,63.8,4.9,20.0,5.4,6.8,10,010710,安信医药健康股票C,创新药,2021-04-19 ~ 2026-03-20,1195,15.15,3.02,23.74,4.59,-8.59,18.33,45.74,2021-07-01,2024-09-23,972,0.34,0.16,1.258,10.71,-12.76,50.8,30,215,47.9,45.0,43.34,-27.19,1.59,0.0,-35.21,45.26,649.64,-528.36,35,18,26.9,98.2,1.8,23.7,26,81,1717.71,8868.61,2646.57,11515.18,4,24.4,88.07,1,-8.64,-23.09,6,0.5,-28.92,0,1139,56,2,1,11,1,2,75,1,0,0,2,1,0,4,1,3,3,22,2,7,33,19,26,1,0,0,0,0,6,4,2,6,8,2,0,11,81.8,1505.76,136.89,75,0.0,-1252.46,-16.7,3,100.0,91.15,30.38,3,100.0,48.13,16.04,22,81.8,201.59,9.16,2,100.0,232.0,116.0,7,100.0,157.98,22.57,33,87.9,821.29,24.89,19,0.0,-1168.0,-61.47,26,92.3,1177.81,45.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,-325.7,-54.28,8,100.0,228.16,28.52
0.95,40.6,C-一般,熊市优,71.4,0,23.7,3.6,3.3,10,024358,东方阿尔法健康产业混合发起C,创新药,2025-07-16 ~ 2026-03-20,164,-6.48,-9.79,-22.63,-32.58,16.15,9.03,35.77,2025-08-25,2025-10-30,135,-1.13,-1.08,1.759,8.14,-5.19,47.5,3,25,12.0,22.2,20.34,-32.23,0.63,-5.22,-81.1,3.06,51.31,-171.05,10,2,17.8,90.2,9.8,24.0,42,42,-647.96,9348.24,3.34,9351.58,0,0,0,2,-6.49,-24.06,0,0,0,0,150,14,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,2,3,0,0,0,0,0,0,18,0.0,-591.01,-32.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,-108.77,-54.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,-9.2,-4.6,3,100.0,61.02,20.34
1.3,47.3,C-一般,熊市优,4.4,3.1,22.2,4.2,7.8,10,020232,嘉实互融精选股票C,创新药,2024-01-10 ~ 2026-03-20,529,2.22,1.05,50.76,21.6,-48.54,10.0,32.15,2024-01-11,2024-07-10,265,0.16,0.1,1.631,11.48,-15.17,47.5,10,84,45.2,51.9,48.77,-41.36,1.18,0.0,-79.98,67.77,407.43,-436.25,25,23,20.9,96.4,3.6,15.9,24,35,157.29,7072.39,3149.31,10221.7,2,12.73,76.64,2,-8.74,-25.74,1,-0.96,8.04,0,502,27,1,2,14,1,1,30,3,0,0,0,0,0,0,0,1,2,0,1,0,8,6,14,1,2,0,0,2,1,0,0,3,1,0,0,14,100.0,890.15,63.58,30,0.0,-534.09,-17.8,1,100.0,0.19,0.19,2,100.0,130.63,65.31,0,0,0,0,1,100.0,23.56,23.56,0,0,0,0,8,62.5,14.22,1.78,6,0.0,-141.23,-23.54,14,100.0,785.45,56.1,2,0.0,-202.14,-101.07,0,0,0,0,0,0,0,0,2,0.0,-240.11,-120.06,3,0.0,-578.26,-192.75,1,100.0,8.92,8.92
